1	2
1	7
1	10
1	11
1	16
1	32
1	36
1	38
1	49
1	55
1	60
1	103
1	114
1	117
1	119
1	124
2	1
2	7
2	11
2	17
2	23
2	24
2	50
2	55
2	87
2	91
2	105
2	114
2	115
2	119
2	125
2	128
3	4
3	5
3	16
3	27
3	34
3	58
3	62
3	93
3	95
3	99
3	104
3	108
3	109
3	112
3	113
3	120
4	3
4	5
4	13
4	18
4	34
4	39
4	42
4	43
4	58
4	72
4	79
4	107
4	112
4	114
4	117
4	127
5	3
5	4
5	14
5	18
5	20
5	43
5	58
5	61
5	74
5	95
5	104
5	108
5	109
5	112
5	113
5	119
6	21
6	22
6	51
6	52
6	65
6	66
6	67
6	69
6	78
6	92
6	96
6	105
6	106
6	118
6	119
6	123
7	1
7	2
7	11
7	19
7	23
7	32
7	49
7	55
7	64
7	71
7	84
7	85
7	108
7	110
7	114
7	115
8	9
8	11
8	12
8	21
8	22
8	26
8	29
8	35
8	37
8	65
8	67
8	92
8	101
8	108
8	123
8	126
9	8
9	12
9	20
9	33
9	35
9	37
9	40
9	52
9	65
9	78
9	98
9	101
9	116
9	118
9	122
9	124
10	1
10	19
10	23
10	24
10	31
10	36
10	38
10	55
10	71
10	82
10	91
10	94
10	103
10	105
10	114
10	115
11	1
11	2
11	7
11	8
11	16
11	17
11	23
11	41
11	55
11	64
11	76
11	84
11	85
11	105
11	114
11	125
12	8
12	9
12	22
12	26
12	29
12	32
12	33
12	40
12	45
12	66
12	78
12	92
12	96
12	106
12	124
12	126
13	4
13	14
13	18
13	28
13	34
13	39
13	42
13	58
13	62
13	70
13	89
13	95
13	104
13	109
13	111
13	112
14	5
14	13
14	18
14	27
14	34
14	42
14	62
14	72
14	83
14	89
14	93
14	95
14	109
14	111
14	112
14	127
15	25
15	48
15	57
15	59
15	63
15	68
15	73
15	80
15	81
15	86
15	91
15	97
15	99
15	102
15	117
15	127
16	1
16	3
16	11
16	23
16	24
16	36
16	38
16	49
16	50
16	71
16	72
16	84
16	87
16	103
16	105
16	125
17	2
17	11
17	19
17	32
17	36
17	41
17	60
17	64
17	84
17	94
17	103
17	105
17	107
17	114
17	115
17	124
18	4
18	5
18	13
18	14
18	27
18	39
18	42
18	70
18	72
18	74
18	75
18	79
18	107
18	108
18	122
18	127
19	7
19	10
19	17
19	24
19	31
19	38
19	49
19	50
19	54
19	61
19	76
19	84
19	94
19	105
19	119
19	125
20	5
20	9
20	21
20	26
20	29
20	30
20	33
20	37
20	45
20	56
20	67
20	92
20	96
20	101
20	120
20	126
21	6
21	8
21	20
21	26
21	33
21	45
21	56
21	61
21	66
21	67
21	69
21	96
21	98
21	101
21	122
21	124
22	6
22	8
22	12
22	30
22	33
22	37
22	56
22	66
22	67
22	92
22	96
22	101
22	115
22	118
22	122
22	123
23	2
23	7
23	10
23	11
23	16
23	26
23	28
23	49
23	55
23	60
23	64
23	76
23	84
23	94
23	115
23	125
24	2
24	10
24	16
24	19
24	32
24	38
24	43
24	44
24	49
24	50
24	55
24	64
24	84
24	87
24	119
24	125
25	15
25	28
25	44
25	47
25	48
25	54
25	63
25	74
25	77
25	80
25	86
25	88
25	90
25	97
25	99
25	100
26	8
26	12
26	20
26	21
26	23
26	30
26	35
26	36
26	40
26	45
26	56
26	66
26	69
26	118
26	123
26	124
27	3
27	14
27	18
27	43
27	63
27	70
27	75
27	89
27	93
27	95
27	104
27	107
27	108
27	111
27	112
27	113
28	13
28	23
28	25
28	47
28	59
28	63
28	68
28	77
28	81
28	82
28	86
28	88
28	90
28	99
28	102
28	116
29	8
29	12
29	20
29	30
29	37
29	51
29	52
29	56
29	66
29	67
29	69
29	86
29	98
29	122
29	123
29	124
30	20
30	22
30	26
30	29
30	35
30	37
30	66
30	68
30	69
30	78
30	96
30	98
30	101
30	118
30	122
30	123
31	10
31	19
31	33
31	35
31	38
31	41
31	50
31	71
31	76
31	87
31	94
31	103
31	105
31	114
31	119
31	125
32	1
32	7
32	12
32	17
32	24
32	36
32	41
32	49
32	64
32	71
32	84
32	85
32	87
32	115
32	119
32	121
33	9
33	12
33	20
33	21
33	22
33	31
33	37
33	56
33	59
33	65
33	66
33	78
33	92
33	96
33	98
33	122
34	3
34	4
34	13
34	14
34	43
34	48
34	61
34	70
34	73
34	74
34	75
34	79
34	104
34	113
34	120
34	127
35	8
35	9
35	26
35	30
35	31
35	52
35	56
35	65
35	69
35	81
35	92
35	96
35	118
35	122
35	124
35	126
36	1
36	10
36	16
36	17
36	26
36	32
36	41
36	46
36	50
36	60
36	71
36	85
36	87
36	103
36	105
36	115
37	8
37	9
37	20
37	22
37	29
37	30
37	33
37	40
37	51
37	56
37	82
37	92
37	118
37	123
37	124
37	126
38	1
38	10
38	16
38	19
38	24
38	31
38	48
38	51
38	60
38	64
38	71
38	76
38	87
38	114
38	119
38	125
39	4
39	13
39	18
39	43
39	58
39	61
39	62
39	74
39	75
39	79
39	80
39	93
39	95
39	104
39	107
39	112
40	9
40	12
40	26
40	37
40	51
40	52
40	65
40	66
40	67
40	69
40	92
40	98
40	116
40	118
40	122
40	124
41	11
41	17
41	31
41	32
41	36
41	49
41	50
41	55
41	60
41	64
41	73
41	76
41	87
41	94
41	105
41	114
42	4
42	13
42	14
42	18
42	43
42	62
42	70
42	79
42	89
42	92
42	95
42	104
42	108
42	111
42	120
42	127
43	4
43	5
43	24
43	27
43	34
43	39
43	42
43	50
43	62
43	70
43	73
43	75
43	89
43	108
43	109
43	111
44	24
44	25
44	46
44	53
44	57
44	63
44	77
44	80
44	81
44	91
44	99
44	100
44	106
44	116
44	120
44	128
45	12
45	20
45	21
45	26
45	65
45	66
45	78
45	96
45	98
45	101
45	110
45	118
45	122
45	123
45	124
45	126
46	36
46	44
46	53
46	55
46	57
46	63
46	68
46	81
46	82
46	83
46	86
46	90
46	91
46	97
46	117
46	121
47	25
47	28
47	57
47	59
47	63
47	76
47	77
47	82
47	88
47	90
47	99
47	110
47	116
47	117
47	121
47	127
48	15
48	25
48	34
48	38
48	53
48	54
48	59
48	68
48	77
48	83
48	90
48	100
48	106
48	110
48	116
48	128
49	1
49	7
49	16
49	19
49	23
49	24
49	32
49	41
49	55
49	60
49	84
49	94
49	103
49	107
49	114
49	125
50	2
50	16
50	19
50	24
50	31
50	36
50	41
50	43
50	55
50	60
50	71
50	84
50	87
50	105
50	112
50	115
51	6
51	29
51	37
51	38
51	40
51	52
51	56
51	65
51	66
51	67
51	78
51	98
51	115
51	122
51	123
51	124
52	6
52	9
52	29
52	35
52	40
52	51
52	53
52	56
52	65
52	67
52	78
52	96
52	111
52	122
52	123
52	126
53	44
53	46
53	48
53	52
53	54
53	59
53	77
53	80
53	81
53	83
53	97
53	99
53	102
53	110
53	116
53	118
54	19
54	25
54	48
54	53
54	59
54	68
54	80
54	81
54	83
54	90
54	91
54	99
54	100
54	102
54	106
54	128
55	1
55	2
55	7
55	10
55	11
55	23
55	24
55	41
55	46
55	49
55	50
55	58
55	60
55	85
55	103
55	125
56	20
56	21
56	22
56	26
56	29
56	33
56	35
56	37
56	51
56	52
56	65
56	78
56	96
56	111
56	118
56	126
57	15
57	44
57	46
57	47
57	81
57	84
57	86
57	88
57	90
57	91
57	97
57	99
57	102
57	110
57	121
57	128
58	3
58	4
58	5
58	13
58	39
58	55
58	61
58	62
58	69
58	72
58	93
58	104
58	108
58	109
58	112
58	113
59	15
59	28
59	33
59	47
59	48
59	53
59	54
59	63
59	68
59	80
59	83
59	86
59	102
59	110
59	117
59	128
60	1
60	17
60	23
60	36
60	38
60	41
60	49
60	50
60	55
60	63
60	72
60	85
60	87
60	94
60	114
60	115
61	5
61	19
61	21
61	34
61	39
61	58
61	62
61	74
61	79
61	93
61	104
61	107
61	108
61	111
61	120
61	127
62	3
62	13
62	14
62	39
62	42
62	43
62	58
62	61
62	72
62	88
62	95
62	107
62	109
62	113
62	123
62	127
63	15
63	25
63	27
63	28
63	44
63	46
63	47
63	59
63	60
63	81
63	88
63	102
63	110
63	117
63	121
63	128
64	7
64	11
64	17
64	23
64	24
64	32
64	38
64	41
64	71
64	76
64	79
64	84
64	85
64	103
64	104
64	119
65	6
65	8
65	9
65	33
65	35
65	40
65	45
65	51
65	52
65	56
65	69
65	78
65	89
65	96
65	101
65	126
66	6
66	12
66	21
66	22
66	26
66	29
66	30
66	33
66	40
66	45
66	51
66	78
66	92
66	98
66	101
66	109
67	6
67	8
67	20
67	21
67	22
67	29
67	40
67	51
67	52
67	78
67	92
67	98
67	100
67	101
67	122
67	124
68	15
68	28
68	30
68	46
68	48
68	54
68	59
68	78
68	83
68	86
68	88
68	90
68	91
68	99
68	100
68	116
69	6
69	21
69	26
69	29
69	30
69	35
69	40
69	58
69	65
69	86
69	92
69	96
69	98
69	122
69	123
69	126
70	13
70	18
70	27
70	34
70	42
70	43
70	73
70	74
70	79
70	93
70	94
70	95
70	109
70	113
70	120
70	127
71	7
71	10
71	16
71	31
71	32
71	36
71	38
71	50
71	64
71	76
71	84
71	85
71	94
71	105
71	119
71	121
72	4
72	14
72	16
72	18
72	58
72	60
72	62
72	74
72	75
72	79
72	89
72	107
72	109
72	113
72	120
72	127
73	15
73	34
73	41
73	43
73	70
73	75
73	79
73	89
73	104
73	107
73	108
73	109
73	112
73	113
73	120
73	127
74	5
74	18
74	25
74	34
74	39
74	61
74	70
74	72
74	79
74	89
74	95
74	107
74	108
74	111
74	113
74	127
75	18
75	27
75	34
75	39
75	43
75	72
75	73
75	79
75	89
75	93
75	104
75	109
75	111
75	113
75	120
75	125
76	11
76	19
76	23
76	31
76	38
76	41
76	47
76	64
76	71
76	87
76	94
76	102
76	103
76	105
76	115
76	125
77	25
77	28
77	44
77	47
77	48
77	53
77	80
77	86
77	91
77	97
77	99
77	100
77	101
77	106
77	110
77	121
78	6
78	9
78	12
78	30
78	33
78	45
78	51
78	52
78	56
78	65
78	66
78	67
78	68
78	98
78	101
78	123
79	4
79	18
79	34
79	39
79	42
79	61
79	64
79	70
79	72
79	73
79	74
79	75
79	93
79	104
79	112
79	120
80	15
80	25
80	39
80	44
80	53
80	54
80	59
80	77
80	88
80	97
80	99
80	110
80	116
80	117
80	121
80	128
81	15
81	28
81	35
81	44
81	46
81	53
81	54
81	57
81	63
81	82
81	83
81	90
81	97
81	99
81	110
81	126
82	10
82	28
82	37
82	46
82	47
82	81
82	83
82	86
82	91
82	97
82	99
82	100
82	102
82	106
82	117
82	128
83	14
83	46
83	48
83	53
83	54
83	59
83	68
83	81
83	82
83	88
83	90
83	91
83	100
83	106
83	117
83	128
84	7
84	11
84	16
84	17
84	19
84	23
84	24
84	32
84	49
84	50
84	57
84	64
84	71
84	85
84	87
84	119
85	7
85	11
85	32
85	36
85	55
85	60
85	64
85	71
85	84
85	87
85	97
85	103
85	105
85	114
85	115
85	125
86	15
86	25
86	28
86	29
86	46
86	57
86	59
86	68
86	69
86	77
86	82
86	88
86	97
86	102
86	106
86	121
87	2
87	16
87	24
87	31
87	32
87	36
87	38
87	41
87	50
87	60
87	76
87	84
87	85
87	103
87	113
87	119
88	25
88	28
88	47
88	57
88	62
88	63
88	68
88	80
88	83
88	86
88	90
88	100
88	106
88	121
88	122
88	128
89	13
89	14
89	27
89	42
89	43
89	65
89	72
89	73
89	74
89	75
89	93
89	95
89	108
89	111
89	112
89	120
90	25
90	28
90	46
90	47
90	48
90	54
90	57
90	68
90	81
90	83
90	88
90	93
90	96
90	117
90	121
90	128
91	2
91	10
91	15
91	44
91	46
91	54
91	57
91	68
91	77
91	82
91	83
91	102
91	106
91	110
91	116
91	121
92	6
92	8
92	12
92	20
92	22
92	33
92	35
92	37
92	40
92	42
92	66
92	67
92	69
92	118
92	124
92	126
93	3
93	14
93	27
93	39
93	58
93	61
93	70
93	75
93	79
93	89
93	90
93	103
93	107
93	109
93	111
93	120
94	10
94	17
94	19
94	23
94	31
94	41
94	49
94	60
94	70
94	71
94	76
94	102
94	105
94	114
94	119
94	125
95	3
95	5
95	13
95	14
95	27
95	39
95	42
95	62
95	70
95	74
95	89
95	104
95	118
95	120
95	123
95	127
96	6
96	12
96	20
96	21
96	22
96	30
96	33
96	35
96	45
96	52
96	56
96	65
96	69
96	90
96	101
96	103
97	15
97	25
97	46
97	53
97	57
97	77
97	80
97	81
97	82
97	85
97	86
97	100
97	106
97	116
97	117
97	128
98	9
98	21
98	29
98	30
98	33
98	40
98	45
98	51
98	66
98	67
98	69
98	78
98	101
98	113
98	118
98	126
99	3
99	15
99	25
99	28
99	44
99	47
99	53
99	54
99	57
99	68
99	77
99	80
99	81
99	82
99	112
99	117
100	25
100	44
100	48
100	54
100	67
100	68
100	77
100	82
100	83
100	88
100	97
100	102
100	106
100	110
100	116
100	121
101	8
101	9
101	20
101	21
101	22
101	30
101	45
101	65
101	66
101	67
101	77
101	78
101	96
101	98
101	124
101	126
102	15
102	28
102	53
102	54
102	57
102	59
102	63
102	76
102	82
102	86
102	91
102	94
102	100
102	106
102	116
102	117
103	1
103	10
103	16
103	17
103	31
103	36
103	49
103	55
103	64
103	76
103	85
103	87
103	93
103	96
103	114
103	125
104	3
104	5
104	13
104	27
104	34
104	39
104	42
104	58
104	61
104	64
104	73
104	75
104	79
104	95
104	109
104	111
105	2
105	6
105	10
105	11
105	16
105	17
105	19
105	31
105	36
105	41
105	50
105	71
105	76
105	85
105	94
105	115
106	6
106	12
106	44
106	48
106	54
106	77
106	82
106	83
106	86
106	88
106	91
106	97
106	100
106	102
106	116
106	128
107	4
107	17
107	18
107	27
107	39
107	49
107	61
107	62
107	72
107	73
107	74
107	93
107	108
107	112
107	113
107	127
108	3
108	5
108	7
108	8
108	18
108	27
108	42
108	43
108	58
108	61
108	73
108	74
108	89
108	107
108	109
108	111
109	3
109	5
109	13
109	14
109	43
109	58
109	62
109	66
109	70
109	72
109	73
109	75
109	93
109	104
109	108
109	112
110	7
110	45
110	47
110	48
110	53
110	57
110	59
110	63
110	77
110	80
110	81
110	91
110	100
110	116
110	117
110	121
111	13
111	14
111	27
111	42
111	43
111	52
111	56
111	61
111	74
111	75
111	89
111	93
111	104
111	108
111	113
111	127
112	3
112	4
112	5
112	13
112	14
112	27
112	39
112	50
112	58
112	73
112	79
112	89
112	99
112	107
112	109
112	120
113	3
113	5
113	27
113	34
113	58
113	62
113	70
113	72
113	73
113	74
113	75
113	87
113	98
113	107
113	111
113	120
114	1
114	2
114	4
114	7
114	10
114	11
114	17
114	31
114	38
114	41
114	49
114	60
114	85
114	94
114	103
114	119
115	2
115	7
115	10
115	17
115	22
115	23
115	32
115	36
115	50
115	51
115	60
115	76
115	85
115	105
115	119
115	125
116	9
116	28
116	40
116	44
116	47
116	48
116	53
116	68
116	80
116	91
116	97
116	100
116	102
116	106
116	110
116	121
117	1
117	4
117	15
117	46
117	47
117	59
117	63
117	80
117	82
117	83
117	90
117	97
117	99
117	102
117	110
117	128
118	6
118	9
118	22
118	26
118	30
118	35
118	37
118	40
118	45
118	53
118	56
118	92
118	95
118	98
118	122
118	123
119	1
119	2
119	5
119	6
119	19
119	24
119	31
119	32
119	38
119	64
119	71
119	84
119	87
119	94
119	114
119	115
120	3
120	20
120	34
120	42
120	44
120	61
120	70
120	72
120	73
120	75
120	79
120	89
120	93
120	95
120	112
120	113
121	32
121	46
121	47
121	57
121	63
121	71
121	77
121	80
121	86
121	88
121	90
121	91
121	100
121	110
121	116
121	128
122	9
122	18
122	21
122	22
122	29
122	30
122	33
122	35
122	40
122	45
122	51
122	52
122	67
122	69
122	88
122	118
123	6
123	8
123	22
123	26
123	29
123	30
123	37
123	45
123	51
123	52
123	62
123	69
123	78
123	95
123	118
123	126
124	1
124	9
124	12
124	17
124	21
124	26
124	29
124	35
124	37
124	40
124	45
124	51
124	67
124	92
124	101
124	126
125	2
125	11
125	16
125	19
125	23
125	24
125	31
125	38
125	49
125	55
125	75
125	76
125	85
125	94
125	103
125	115
126	8
126	12
126	20
126	35
126	37
126	45
126	52
126	56
126	65
126	69
126	81
126	92
126	98
126	101
126	123
126	124
127	4
127	14
127	15
127	18
127	34
127	42
127	47
127	61
127	62
127	70
127	72
127	73
127	74
127	95
127	107
127	111
128	2
128	44
128	48
128	54
128	57
128	59
128	63
128	80
128	82
128	83
128	88
128	90
128	97
128	106
128	117
128	121
